FIPS,X,Y,Year,SMOKING,POVERTY,PM25,NO2,SO2,LBC_RATE
32023,-1765895.615,1857776.872,1999,34.1,12.5,2.94,0.23,0,73
32027,-1866902.913,2157379.606,1999,28.6,11.5,5.03,0.29,0,76
32029,-1986021.246,2072079.407,1999,26.7,5.8,9.68,1.35,0,70
32031,-1963789.049,2206348.676,1999,27.5,9.7,5.93,0.52,0,66
32033,-1601271.384,1984156.452,1999,27.5,12.8,2.13,0.22,0,59
32510,-2012237.68,2044579.753,1999,27.7,10.2,8.59,0.57,0,67
33001,1956049.259,2534932.499,1999,27.9,7.9,7.05,1.27,0.021,67
33003,1962921.978,2577742.681,1999,26.8,9,6.47,1.45,0.01,68
33005,1908044.364,2453356.845,1999,27.8,7.7,7.95,1.21,0.02,64
33007,1931607.691,2663377.455,1999,33.9,10.5,6.03,1.08,0.002,67
33009,1913162.575,2572336.564,1999,24.6,7.3,6.76,0.84,0.008,64
33011,1950242.243,2463772.63,1999,25.4,6.4,8.01,1.65,0.038,65
33013,1942222.162,2505807.878,1999,26.8,6.7,7.24,0.97,0.028,67
33015,1994471.34,2483817.944,1999,25.5,5.1,8.12,2.7,0.045,67
33017,1993053.329,2519233.184,1999,27.3,7.9,7.68,2.1,0.03,67
33019,1898072.899,2501748.806,1999,29.8,8.9,7.23,0.66,0.016,66
34001,1803710.599,2031834.035,1999,27.3,9.6,11.54,4.71,0.053,74
34003,1814401.264,2204752.455,1999,20.3,5.2,11.08,10.7,0.058,56
34005,1793128.135,2075366.679,1999,24,5.3,11.58,6.11,0.058,74
34007,1770779.48,2061835.737,1999,25.6,10.6,11.98,8.28,0.065,76
34009,1800201.815,1993222.583,1999,26.5,9.5,12.07,2.93,0.052,76
34011,1768774.33,2011919.092,1999,29.3,13.5,13.07,4.79,0.059,76
34013,1804735.869,2182643.518,1999,23.2,14.1,11.35,11.7,0.063,59
34015,1757950.477,2048967.108,1999,25.7,6.2,12.11,7.72,0.068,76
34017,1819905.966,2180131.941,1999,24.7,13.7,12.15,10.73,0.06,56
34019,1755884.159,2146097.44,1999,19.3,2.7,10.28,6.13,0.079,61
34021,1780222.646,2119053.231,1999,22.4,8.3,11.61,6.32,0.069,67
34023,1800141.087,2141559.363,1999,21.1,6.1,10.77,8.45,0.065,62
34025,1820299.025,2125684.596,1999,23.3,5.8,11.44,5.37,0.057,62
34027,1778629.855,2185127.613,1999,19.2,3.5,9.37,7.76,0.068,60
34029,1824854.704,2083480.234,1999,26.8,7.2,11.84,3.56,0.048,72
34031,1794089.083,2208556.382,1999,24.4,11.6,9.93,8.2,0.06,59
34033,1743771.149,2031005.452,1999,26.1,8.8,13,6.15,0.074,78
34035,1780207.58,2151254.925,1999,18.8,3.6,10.65,7.16,0.072,59
34037,1759786.533,2212712.261,1999,23,3.9,8.63,4.48,0.061,66
34039,1803087.26,2167525.559,1999,21.9,8.2,11.3,10.63,0.065,59
34041,1741874.528,2176288.673,1999,22.6,5.8,9.47,5.9,0.076,64
35001,-963188.3953,1386691.201,1999,25.7,13.8,5.56,1.06,0.001,48
35003,-1135550.951,1279610.778,1999,22.8,21.7,5,0.19,0.001,55
35005,-781854.9846,1178638.919,1999,27.2,21.4,7.59,0.38,0.001,58
35006,-1084544.212,1385659.523,1999,28.3,21.8,5.01,0.33,0.002,46
35007,-765272.3634,1541482.573,1999,22.4,16.9,5.47,0.21,0,42
35009,-668062.1295,1304991.166,1999,25.9,19.9,6.05,0.49,0.007,52
35011,-766954.2879,1287248.125,1999,24.7,19.8,6.55,0.44,0.001,54
35013,-1012142.999,1088783.153,1999,22.1,24.9,4.66,0.49,0,51
35015,-775358.9983,1078226.936,1999,27.1,18.3,9.28,0.5,0,65
35017,-1150457.418,1149138.123,1999,22.3,19.2,5,0.27,0,54
35019,-796007.7502,1348351.719,1999,24.1,23.7,6.18,0.4,0.001,51
35021,-699107.961,1451609.945,1999,22.8,16,6.03,0.32,0.001,51
35023,-1193391.874,1062011.675,1999,24.4,25.5,4.96,0.35,0,56
35025,-689508.9883,1106809.451,1999,26.6,20.8,7.47,0.66,0.001,66
35027,-868706.7008,1229737.139,1999,26.3,17.1,6.31,0.21,0,54
35028,-920555.1069,1474062.756,1999,16.7,2.6,5.01,0.47,0.003,41
35029,-1099680.901,1080150.96,1999,25.9,29.8,5.18,0.41,0,54
35031,-1098530.228,1462795.035,1999,27.3,32.8,4.62,0.35,0.006,45
35033,-797811.2659,1477446.746,1999,21.4,25.6,5.18,0.21,0,39
35035,-907455.5889,1106600.705,1999,26.6,16.3,6.12,0.27,0,54
35037,-681830.4598,1365559.793,1999,25.8,22.5,6.1,0.45,0.002,53
35039,-946787.1768,1549179.978,1999,24.6,19.1,4.32,0.46,0.014,35
35041,-684934.5582,1244290.864,1999,23.7,23.3,6.21,0.43,0.004,52
35043,-972524.3119,1459556.863,1999,25.7,13,5.11,0.55,0.006,44
35045,-1090289.177,1566429.877,1999,25.8,20.9,3.85,1.14,0.051,42
35047,-791831.6016,1417412.551,1999,22,23.3,5.43,0.31,0.001,46
35049,-895412.7228,1430475.272,1999,23,12.1,5.23,0.38,0.001,45
35051,-1035365.194,1178930.07,1999,28.3,20.4,4.68,0.26,0,52
35053,-999948.4749,1273334.445,1999,24.9,27.7,4.95,0.37,0,53
35055,-852412.1223,1546671.006,1999,21.6,21.8,4.49,0.26,0.002,35
35057,-894223.1289,1332973.593,1999,27.4,21.6,5.83,0.29,0,48
35059,-662496.2171,1518646.168,1999,23,18.5,6.16,0.31,0.001,53
35061,-979888.2166,1350756.687,1999,28,17.3,5.29,0.78,0.001,48
36001,1780443.169,2385249.289,1999,23.7,10.3,9.58,3.71,0.012,71
36003,1464342.964,2278548.815,1999,25.3,15.8,9.03,2.01,0.067,71
36005,1834509.187,2196946.254,1999,25.4,25.1,11.76,12.05,0.055,54
36007,1643936.98,2304050.692,1999,24.3,12.6,9.02,2.84,0.034,64
36009,1412014.758,2267732.697,1999,27.9,13.3,9.53,2.96,0.099,68
36011,1567737.518,2374439.526,1999,29.2,11.3,9.83,3.27,0.041,67
36013,1356925.681,2255464.747,1999,28.5,14.3,10.89,4.3,0.129,70
36015,1568845.615,2286060.403,1999,27.5,12.5,9.56,2.31,0.057,69
36017,1652705.228,2344047.232,1999,26.3,14,8.85,2.04,0.023,65
36019,1748150.048,2623675.29,1999,26,13,7.79,1.33,0.002,69
36021,1816659.884,2353655.649,1999,25.5,10,10,3.29,0.017,70
36023,1613685.107,2347274.963,1999,26.1,13.2,9,2.69,0.032,66
36025,1711335.093,2323192.08,1999,25.5,12.8,8.64,1.31,0.021,70
36027,1820406.179,2298754.25,1999,23.2,7.6,10.04,2.93,0.031,68
36029,1397300.328,2323592.893,1999,28.5,12.2,10.94,3.42,0.095,69
36031,1757119.24,2553752.167,1999,24.8,11.7,6.92,1.41,0.003,70
36033,1703903.787,2595627.355,1999,30,14.7,7.46,0.85,0.003,72
36035,1731906.788,2432891.232,1999,29.1,13,7.53,1.5,0.008,69
36037,1435433.15,2357644.153,1999,27.7,9.3,10.7,3.29,0.074,69
36039,1776833.617,2347254.627,1999,27.1,12.5,9.48,3.55,0.018,71
36041,1712275.97,2490987.62,1999,25.4,9.8,6.33,1.19,0.005,69
36043,1681804.141,2456217.556,1999,26.8,11.8,6.74,1.67,0.009,68
36045,1590775.698,2508226.523,1999,27.5,14.5,8.85,2.41,0.012,74
36047,1833913.467,2172024.905,1999,24.4,21.9,12.44,9.46,0.051,56
36049,1634724.239,2487703.529,1999,27.7,12.8,6.79,2.3,0.01,74
36051,1474589.851,2334175.807,1999,26,10.2,9.33,2.7,0.064,69
36053,1638111.937,2388843.96,1999,25.5,9.8,8.14,2.42,0.02,70
36055,1471985.02,2381307.728,1999,23.7,11.7,10.6,4.22,0.064,68
36057,1735811.102,2409536.493,1999,28.7,13.1,7.96,1.97,0.01,67
36059,1859870.436,2189947.365,1999,21.7,5.8,11.16,14.33,0.046,53
36061,1827575.68,2186232.241,1999,22.3,18.2,12.43,9.94,0.058,56
36063,1387460.155,2371359.136,1999,29.7,11.1,12,4.79,0.087,69
36065,1648770.996,2428756.763,1999,27.5,13.4,7.36,2.83,0.014,70
36067,1594290.542,2390104.004,1999,25,11.8,9.37,3.07,0.03,69
36069,1509820.646,2355302.693,1999,24.7,7.9,9.01,2.23,0.058,67
36071,1784395.906,2248556.365,1999,25.6,10.6,9.21,3.31,0.049,65
36073,1427249.188,2384624.13,1999,29.3,11.5,11.18,4.81,0.073,69
36075,1588690.728,2436988.083,1999,28.6,12.8,8.58,3.77,0.023,72
36077,1695430.803,2369555.448,1999,24.3,12.2,8.19,1.8,0.015,67
36079,1828676.407,2261806.233,1999,21,4.3,9.93,3.67,0.045,61
36081,1841804.183,2182258.761,1999,22.6,15,12.21,16.71,0.051,55
36083,1814336.67,2406093.9,1999,26.2,9.8,9.48,3.7,0.01,70
36085,1817579.991,2161994.379,1999,25.8,9.1,11.05,9.87,0.043,57
36087,1813564.819,2226668.669,1999,20.8,10.1,10.59,6.03,0.056,59
36089,1647135.996,2571722.277,1999,27.4,15,8.15,1.14,0.005,74
36091,1776076.011,2442465.765,1999,23.6,6.6,8.46,2.9,0.007,70
36093,1768117.621,2407434.527,1999,25.9,10.2,9.22,2.86,0.01,71
36095,1743539.37,2375273.679,1999,25.9,11.2,8.4,2.09,0.013,68
36097,1553949.123,2311832.582,1999,26.8,11.8,9.56,3.14,0.056,69
36099,1549405.809,2355026.711,1999,26.9,11.2,9.7,2.99,0.05,67
36101,1515917.072,2289805.219,1999,27,13.3,8.98,1.99,0.058,71
36103,1916558.965,2219152.491,1999,24.8,6.8,11.88,6.02,0.032,57
36105,1739211.263,2274248.013,1999,26.3,14.2,8.11,1.84,0.034,69
36107,1604638.584,2296816.053,1999,24.5,9.3,9.21,2.73,0.047,67
36109,1584749.021,2324857.448,1999,17.7,11.7,9.7,3.29,0.046,68
36111,1775867.93,2302403.31,1999,24.7,10.1,9.34,2.82,0.029,71
36113,1765770.902,2492083.498,1999,25.2,10.5,7.35,1.59,0.004,70
36115,1804774.034,2472917.923,1999,27.4,10.8,8.49,2.01,0.005,69
36117,1524638.913,2392871.668,1999,27.2,9.9,10.06,3.28,0.049,68
36119,1835028.388,2232826.671,1999,20.1,8.4,10.54,5.75,0.049,56
36121,1439265.332,2324433.93,1999,29.5,9,9.23,2.66,0.077,69
36123,1530166.579,2334378.468,1999,26.6,12.4,9.09,2.72,0.057,68
37001,1474728.089,1572762.401,1999,28.7,9.8,13.55,3.32,0.113,70
37003,1320295.845,1533038.997,1999,29.3,9.9,12.5,1.87,0.117,69
37005,1314686.836,1596855.37,1999,29.1,13.9,9.4,1.96,0.059,71
37007,1432790.709,1443984.99,1999,29.6,17.3,15.39,2.03,0.037,79
37009,1282966.394,1585422.594,1999,28.8,14.2,9.28,1.74,0.052,72
37011,1251796.433,1540204.588,1999,26.9,14.9,10.51,1.43,0.058,71
37013,1709880.255,1554745.801,1999,26.8,18.9,12.99,1.89,0.012,76
37015,1686744.852,1615496.926,1999,27.1,21.8,14.43,2.38,0.027,74
37017,1577416.075,1428761.544,1999,28.3,20.1,14.47,1.51,0.023,76
37019,1617731.315,1374464.226,1999,30.8,13.7,11.1,1.02,0.024,75
37021,1205489.367,1480787.544,1999,28.1,12.2,11.52,1.54,0.075,62
37023,1276514.134,1506834.895,1999,30.3,11.9,11.45,1.82,0.099,71
37025,1385195.632,1483013.976,1999,26.4,7.8,15.93,2.94,0.098,70
37027,1287060,1531518.525,1999,29.8,11.3,11.43,1.64,0.09,67
37029,1746713.975,1664623.636,1999,24.8,11.8,11.19,2.46,0.033,78
37031,1742993.493,1485548.212,1999,27,11.6,9.31,1.09,0.009,77
37033,1473661.73,1612333.892,1999,28.8,13.9,12.29,2.57,0.168,73
37035,1321432.026,1503977.361,1999,28.2,9.9,13.29,2.33,0.137,72
37037,1494044.085,1537413.373,1999,22.7,9.2,15.27,3.01,0.056,70
37039,1075668.387,1409410.991,1999,29.2,14.7,13.49,1.31,0.067,76
37041,1717104.377,1631166.367,1999,26.1,17.8,12.93,1.86,0.027,74
37043,1104919.49,1404573.347,1999,27.7,12.3,12.29,0.92,0.045,64
37045,1296774.667,1462918.922,1999,29.5,14.1,13.65,2.5,0.12,73
37047,1576210.284,1388925.415,1999,29.8,20,13.18,1.24,0.026,80
37049,1697494.859,1510019.832,1999,25.4,13.7,11.99,1.78,0.013,76
37051,1545014.124,1472239.09,1999,26.4,14.5,15.93,2.38,0.021,79
37053,1763878.691,1670135.135,1999,28.5,10.9,10.58,2.65,0.03,81
37055,1798253.644,1604192.673,1999,27.1,8.6,9.02,1.87,0.011,77
37057,1407800.143,1532761.676,1999,30.4,10.6,14.22,3.97,0.103,69
37059,1376002.495,1542989.916,1999,27.2,8.4,13.52,3.56,0.12,69
37061,1626897.935,1474774.311,1999,28.9,18.9,14.87,1.74,0.02,76
37063,1520852.145,1580156.875,1999,21.9,12,13.94,2.25,0.087,70
37065,1635788.182,1587878.711,1999,28.9,20.9,16.87,2.37,0.026,75
37067,1397694.609,1569407.773,1999,26.7,11.1,13.57,4.65,0.125,72
37069,1571748.504,1594889.666,1999,27.5,13,14.69,2.17,0.055,73
37071,1330908.701,1463722.596,1999,29.8,11.8,14.84,2.54,0.127,73
37073,1702334.911,1662006.436,1999,26.2,15.3,12.96,1.88,0.049,77
37075,1093298.55,1436078.013,1999,29.8,16.6,12.07,1.03,0.066,70
37077,1535005.921,1613210.202,1999,28.3,11.9,13,2.08,0.109,74
37079,1637921.407,1539543.085,1999,27.8,17.7,17.43,2.2,0.018,74
37081,1439791.529,1570775.945,1999,25.8,11,13.99,3.96,0.126,73
37083,1623563.726,1624783.652,1999,28.3,21.6,15.56,2.18,0.038,75
37085,1534801.605,1506770.297,1999,27.8,15,16.09,2.14,0.026,74
37087,1166148.013,1468980.246,1999,29,12.8,10.6,1.16,0.061,69
37089,1214308.512,1450981.49,1999,25.7,11.1,12.17,2.04,0.067,64
37091,1679783.717,1647579.887,1999,27.7,19.5,14.34,1.78,0.041,76
37093,1509167.122,1462165.108,1999,28.6,17.5,16.15,2.03,0.023,78
37095,1763204.221,1568816.331,1999,29.6,20.6,10.32,1.92,0.01,74
37097,1349138.009,1524687.672,1999,26.3,8.8,13.6,2.75,0.126,67
37099,1156077.938,1437274.96,1999,26,14,10.53,0.9,0.045,64
37101,1576397.465,1531400.34,1999,28,12.3,17.21,2.92,0.025,74
37103,1676368.487,1494220.466,1999,27.4,17,12.77,1.85,0.015,74
37105,1505940.861,1513658.565,1999,26.1,12.5,15.95,1.99,0.035,73
37107,1646302.997,1513043.27,1999,28.2,17.4,16.12,2.07,0.017,74
37109,1323677.525,1484314.988,1999,28.4,9,13.91,2.52,0.143,70
37111,1247170.21,1494736.273,1999,30.2,11.5,11.76,2.09,0.083,67
37113,1132960.345,1418734.132,1999,27.8,12.7,10.84,0.8,0.04,65
37115,1186006.548,1505916.697,1999,27.5,15.3,11.52,1.3,0.077,74
37117,1680413.528,1588520.683,1999,26.4,19,14.94,2.49,0.02,76
37119,1362697.348,1463374.166,1999,21.3,9.9,15.79,3.18,0.106,71
37121,1231540.194,1530025.882,1999,28.3,13.1,11.41,1.31,0.064,70
37123,1443588.974,1486516.397,1999,29.3,14.6,14.31,2.09,0.047,70
37125,1481683.846,1490671.681,1999,24.1,10.6,15.19,2.03,0.034,73
37127,1600385.578,1587248.999,1999,27.2,13.9,16.21,2.13,0.035,74
37129,1646097.352,1398296.877,1999,27.4,12.7,10.55,1.36,0.023,76
37131,1642325.495,1646805.024,1999,27.4,20.7,15.32,1.75,0.042,77
37133,1676336.57,1460888.579,1999,27.3,13.9,11.86,1.41,0.016,76
37135,1498854.676,1579049.044,1999,20.3,10,13.8,2.67,0.105,70
37137,1729079.643,1519154.323,1999,26.8,16.1,10.54,1.55,0.01,75
37139,1742060.758,1653103.173,1999,26,17.5,11.67,1.99,0.034,78
37141,1638010.356,1430021.552,1999,28.4,13.9,12.02,1.26,0.024,76
37143,1730519.803,1640428.514,1999,27.1,17.1,11.85,1.68,0.029,77
37145,1505394.763,1617645.776,1999,29,10.9,12.95,2.48,0.153,75
37147,1662198.209,1556593.377,1999,24.3,17.1,16.49,2.42,0.018,76
37149,1242895.468,1448685.554,1999,24,10.4,12.72,2.61,0.079,67
37151,1445280.416,1529734.553,1999,31.2,8.6,14.37,3.15,0.079,67
37153,1463896.202,1452940.213,1999,30.9,18,15.6,1.7,0.029,81
37155,1528493.411,1422787.013,1999,32,22.6,16.05,2.07,0.021,86
37157,1434932.939,1605912.888,1999,31.5,12.1,12.2,2.8,0.151,74
37159,1382960.571,1511317.321,1999,28,11,14.85,3.24,0.111,68
37161,1263152.818,1465512.044,1999,29.4,13.8,12.54,2.6,0.097,69
37163,1586724.023,1473472.829,1999,29.5,15.9,15.59,1.96,0.021,77
37165,1490869.031,1438927.834,1999,27.8,18.8,16.62,1.66,0.023,84
37167,1413285.618,1479056.188,1999,28.9,10.8,15,2.37,0.063,68
37169,1394188.124,1599626.409,1999,31.3,10.5,11.44,2.95,0.124,73
37171,1354669.092,1594547.909,1999,30.8,11.9,10.3,2.95,0.094,71
37173,1121743.842,1455205.271,1999,31.7,18,11.12,0.81,0.059,68
37175,1187967.651,1432054.99,1999,25.7,11.2,11.47,1.38,0.049,63
37177,1759744.963,1602276.313,1999,29,23.2,10.28,2.32,0.015,74
37179,1394272.731,1439225.335,1999,25.4,8.9,15.63,2.29,0.06,71
37181,1555147.596,1623916.995,1999,30,18.9,13.02,2.33,0.092,75
37183,1545650.8,1556677.834,1999,19.8,7.3,15.43,2.64,0.045,72
37185,1580830.177,1632431.425,1999,27.9,17.4,13.29,2.1,0.064,75
37187,1727246.941,1596012.316,1999,28.1,20.7,12.2,2.58,0.018,76
37189,1269211.479,1560293.27,1999,20.9,13.1,9.73,1.53,0.058,71
37191,1611551.667,1520555.882,1999,28,15.1,17.39,2.38,0.019,75
37193,1316547.473,1564807.212,1999,29.1,12.5,10.84,1.99,0.085,68
37195,1611858.913,1559545.423,1999,27.8,16.8,17.58,2.31,0.024,75
37197,1361162.478,1566766.534,1999,30.7,10.1,12.15,3.16,0.113,69
37199,1220636.087,1515441.143,1999,29.5,14.9,11.08,1.18,0.071,70
38001,-505289.6103,2584999.077,1999,25,12.4,4.19,0.57,0.005,48
38003,-158433.0322,2662289.064,1999,23.7,12.1,5.82,0.72,0.005,51
38005,-252894.5922,2790292.48,1999,29.2,26.5,4.72,0.9,0.005,62
38007,-562854.9523,2692104.201,1999,23.2,14,4.05,0.51,0.006,44
38009,-359087.5839,2874546.088,1999,23.5,11.6,3.34,0.66,0.01,62
38011,-581783.7303,2592438.83,1999,23.6,11.8,3.98,0.6,0.002,47
38013,-484117.1265,2881866.569,1999,25,12.8,3.13,0.87,0.035,53
38015,-341439.7926,2673167.442,1999,22.4,8.3,5.14,0.99,0.07,46
38017,-95461.77057,2660867.949,1999,22.2,9,6.45,0.78,0.003,51
38019,-183219.0043,2865616.656,1999,25.3,11,5.52,0.97,0.003,64
38021,-193968.805,2571687.534,1999,22.2,13.6,6.2,0.72,0.007,48
38023,-555727.2924,2889822.515,1999,26,13.9,3.75,0.64,0.028,57
38025,-502537.6704,2724572.716,1999,24.2,15.7,4.11,0.66,0.022,47
38027,-219266.2088,2750384.378,1999,24,10.9,5.02,0.89,0.006,54
38029,-327286.5758,2595716.03,1999,24.3,14.6,5.88,0.53,0.034,49
38031,-218699.106,2721598.915,1999,23.2,9.6,5.16,0.91,0.007,53
38033,-599408.5132,2685745.783,1999,22.5,14,4.04,0.49,0.004,48
38035,-109756.9099,2770364.336,1999,23.9,11.2,6.01,0.62,0.002,54
38037,-434863.1068,2609458.187,1999,24.6,20.2,5.05,0.52,0.036,54
38039,-169719.0443,2720223.233,1999,24.1,11.6,5.25,0.77,0.005,53
38041,-497524.2631,2621810.156,1999,23.9,14.3,4.1,0.49,0.011,48
38043,-288837.6268,2671176.631,1999,25.2,15.6,5.68,0.77,0.025,45
38045,-195318.4233,2610194.088,1999,25,11.4,5.89,0.77,0.007,49
38047,-267818.9261,2612522.172,1999,23.7,15.1,6.05,0.65,0.018,44
38049,-347442.3882,2812395.576,1999,24.8,15.6,3.58,0.79,0.016,60
38051,-266459.939,2574121.392,1999,24.5,14.2,6.2,0.52,0.015,42
38053,-558216.0428,2771202.095,1999,25.9,17.6,4.09,0.68,0.014,50
38055,-402600.8737,2746104.528,1999,23.5,13.5,4.56,1.02,0.062,49
38057,-443237.6652,2715451.74,1999,24.9,7.8,4.9,1.21,0.067,51
38059,-404939.838,2647539.421,1999,24.7,11.1,5.1,0.63,0.08,52
38061,-476377.4847,2816227.077,1999,26.7,18.8,3.66,0.87,0.03,52
38063,-165135.7257,2771405.547,1999,24.1,10.3,5.4,0.74,0.004,54
38065,-407112.6457,2691948.887,1999,23.8,13.6,4.95,1.6,0.106,47
38067,-115356.1499,2863589.534,1999,25,9.8,6,1.14,0.002,55
38069,-297645.6249,2811819.802,1999,25,12.8,4.07,0.88,0.008,60
38071,-203812.101,2810714.584,1999,26,13.4,5.09,0.71,0.004,54
38073,-127683.6365,2608597.244,1999,24.2,8.6,6.04,0.8,0.004,50
38075,-420717.6955,2869859.64,1999,22.7,10.6,3,0.7,0.021,63
38077,-73249.0497,2586523.974,1999,25.1,10,6.83,0.87,0.005,51
38079,-285494.1001,2868979.688,1999,31,28.9,3.93,0.92,0.005,62
38081,-126279.4899,2569927.527,1999,25,7.9,6.24,0.69,0.005,51
38083,-329013.3509,2738805.453,1999,25.4,20,4.79,0.78,0.037,45
38085,-390211.9092,2579730.459,1999,33.7,32.4,5.84,0.66,0.027,61
38087,-574245.7906,2629065.62,1999,24.1,16.2,3.98,0.51,0.003,47
38089,-509554.843,2664638.627,1999,23,12.7,4.02,0.53,0.015,44
38091,-130862.4631,2719301.146,1999,21.6,10,5.75,0.67,0.003,52
38093,-226114.6719,2668886.423,1999,25.9,11.3,5.8,0.85,0.01,49
38095,-241588.1935,2857735.583,1999,23,10.4,4.5,0.92,0.004,62
38097,-88144.93938,2718431.623,1999,21.6,10.3,6.52,0.79,0.003,53
38099,-128776.3027,2820074.106,1999,28.2,11.9,5.94,0.83,0.002,55
38101,-415245.4009,2814668.181,1999,23,11.1,3.39,0.83,0.028,53
38103,-277144.7277,2737960.864,1999,24.4,12.3,5.01,0.88,0.012,49
38105,-559293.8282,2838064.878,1999,28.4,13.4,3.92,0.69,0.025,58
39001,1074058.248,1828471.218,1999,32.4,18.5,15.08,3.38,0.253,92
39003,993096.8989,2035636.131,1999,29.5,11.9,18.05,4.41,0.052,64
39005,1144144.35,2064503.307,1999,28.5,8.8,17.42,5.31,0.126,65
39007,1254518.363,2179063.447,1999,31.9,13.2,12.68,4.6,0.163,70
39009,1187582.958,1899698.374,1999,25.3,19.8,18.11,5.15,0.446,84
39011,986388.1687,2011020.891,1999,29,6.4,17.79,4.17,0.052,66
39013,1264747.198,1988839.342,1999,29.6,16.3,17.12,5.56,0.574,80
39015,1039126.208,1833921.805,1999,31.2,11.2,14.89,4.87,0.292,91
39017,971932.8906,1882600.317,1999,26.4,8.3,15.42,8.26,0.241,75
39019,1246430.25,2049882.226,1999,30.3,12.1,15.33,4.68,0.369,75
39021,1030130.256,1968795.333,1999,28.5,8.8,17.07,4.68,0.071,73
39023,1032144.424,1944078.035,1999,29.1,12,16.24,4.67,0.088,77
39025,1013295.917,1843451.707,1999,28.2,7.5,14.87,7.1,0.307,89
39027,1037251.613,1888033.911,1999,28.6,9.4,15.35,4.89,0.186,81
39029,1268976.43,2074925.104,1999,30.8,13.2,13.81,5.55,0.347,72
39031,1182154.232,2008575.855,1999,30.4,11.3,17.84,5.15,0.26,73
39033,1090300.926,2057410.889,1999,32.5,11,18.9,3.63,0.082,71
39035,1185002.612,2136071.668,1999,28.9,13.8,15.17,7.25,0.194,68
39037,958962.1456,1959443,1999,29.1,8,16.42,4.79,0.076,69
39039,953655.4148,2093096.679,1999,28.5,7,18.2,4.65,0.05,64
39041,1092045.67,1992953.786,1999,20.4,5.1,18.47,5.32,0.091,75
39043,1105440.069,2118743.258,1999,28.3,9.5,18.57,6.05,0.117,69
39045,1131521.905,1938865.95,1999,25.9,7.2,17.19,4.89,0.177,82
39047,1064905.588,1908082.149,1999,31.2,11,15.97,3.98,0.129,80
39049,1096369.482,1958587.759,1999,24.8,11.1,18.06,5.67,0.103,76
39051,979556.8925,2127630.002,1999,28,6.3,18.7,5.01,0.078,65
39053,1172799.85,1839831.714,1999,29.6,18.7,16.16,4.38,0.411,89
39055,1223043.818,2150497.263,1999,24.7,5.4,13.21,5.24,0.204,71
39057,1026432.779,1917879.997,1999,22.7,7.8,15.64,5.42,0.128,78
39059,1221885.161,1986227.817,1999,31.2,15.9,17.88,5.68,0.447,76
39061,978011.0829,1855859.322,1999,25.5,11.9,15.57,7.77,0.313,84
39063,1026256.274,2065881.557,1999,25.9,8.2,18.77,4.1,0.072,65
39065,1031773.147,2028147.797,1999,29.6,11,18.53,3.62,0.059,72
39067,1251287.412,2018217.679,1999,29.4,13.6,16.48,5.28,0.476,78
39069,988333.2896,2098509.728,1999,29.4,6.8,18.66,3.98,0.073,65
39071,1058157.637,1864734.786,1999,31.2,11.5,15.11,4.25,0.215,86
39073,1148303.687,1912456.116,1999,30.6,13.4,17.21,5.49,0.256,84
39075,1176961.23,2037177.237,1999,32.2,10.4,17.8,4.77,0.189,64
39077,1112269.447,2093960.306,1999,31.4,9.1,17.67,5.38,0.104,70
39079,1144075.632,1857793.567,1999,31.9,15.8,15.66,4.2,0.306,89
39081,1277156.388,2032675.059,1999,29.8,14.7,15.05,6.19,0.516,78
39083,1138660.439,2013158.302,1999,27.5,10.6,18.39,4.31,0.156,66
39085,1214837.35,2171548.811,1999,29.2,6.2,14.17,4.81,0.19,70
39087,1157676.364,1812039.603,1999,31.2,19.9,15.46,4.3,0.31,91
39089,1138545.024,1978361.087,1999,26.9,8.5,18.08,4.71,0.184,77
39091,1026893.477,1996688.494,1999,30.2,9.6,17.8,4.82,0.061,73
39093,1146706.492,2115770.631,1999,29.6,10.4,16.47,6.77,0.139,68
39095,1018167.099,2134692.17,1999,29.6,13.4,19.88,7.67,0.127,66
39097,1064675.122,1945807.684,1999,29.5,8.4,16.62,4.55,0.089,78
39099,1264627.092,2102156.507,1999,28.9,13.5,13.22,6.04,0.263,70
39101,1074398.355,2025483.155,1999,32.5,11.5,18.82,4.11,0.071,73
39103,1170303.932,2099148.061,1999,26.5,5.3,15.59,8.26,0.148,67
39105,1193591.911,1872078.536,1999,30.8,19.4,17.31,5.01,0.496,87
39107,952700.3995,2004562.093,1999,28,7.1,17.71,3.9,0.05,63
39109,992827.0295,1954609.245,1999,27.7,7.4,16.35,5.6,0.081,71
39111,1261939.22,1955692.159,1999,29.3,15.9,17.74,4.85,0.552,77
39113,991776.2848,1920632.215,1999,27,11.4,15.56,6.74,0.133,73
39115,1199052.065,1933890.467,1999,30.7,17.1,18.94,5.77,0.444,80
39117,1105750.055,2022626.164,1999,29.8,9.5,18.83,4.68,0.098,72
39119,1185648.582,1970987.072,1999,29.8,14.5,17.86,5.2,0.342,78
39121,1229935.228,1955055.695,1999,30.7,13.3,18.65,6.05,0.505,77
39123,1064229.934,2131416.209,1999,28.1,7.1,19.63,6.22,0.128,70
39125,949056.5331,2069160.609,1999,29.2,7.7,17.78,4.78,0.044,65
39127,1164925.156,1942031.794,1999,30.7,13.2,17.62,4.6,0.297,83
39129,1100080.349,1922067.62,1999,30.9,10.6,16.58,4.1,0.129,82
39131,1105101.231,1858878.782,1999,32.8,19.3,15.72,4.15,0.219,89
39133,1227286.186,2113560.234,1999,27.4,8.8,14.21,5.73,0.213,70
